Timestamp,Flambeau (MW)
2022-07-26T05:00:00Z,3.190122
2022-07-30T05:00:00Z,2.979965
2022-08-03T05:00:00Z,8.544497
2022-08-07T05:00:00Z,3.88167667
2022-08-11T05:00:00Z,3.78995466
2022-08-15T05:00:00Z,2.78049374
2022-08-19T05:00:00Z,3.30552554
2022-08-23T05:00:00Z,2.9772675
2022-08-27T05:00:00Z,2.89072514
2022-08-31T05:00:00Z,3.96681476
2022-09-04T05:00:00Z,3.05849528
2022-09-08T05:00:00Z,2.373193
2022-09-12T05:00:00Z,3.788267
2022-09-16T05:00:00Z,2.48384213
2022-09-20T05:00:00Z,3.89866138
2022-09-24T05:00:00Z,2.80589485
2022-09-28T05:00:00Z,2.48156953
2022-10-02T05:00:00Z,1.96049321
2022-10-06T05:00:00Z,1.71447122
2022-10-10T05:00:00Z,2.07494926
2022-10-14T05:00:00Z,3.09334588
2022-10-18T05:00:00Z,2.14570332
2022-10-22T05:00:00Z,2.8371377
2022-10-26T05:00:00Z,3.664746
2022-10-30T05:00:00Z,3.98518777
2022-11-03T05:00:00Z,2.45392323
2022-11-07T06:00:00Z,6.561232
2022-11-11T06:00:00Z,9.50617
2022-11-15T06:00:00Z,7.02607346
2022-11-19T06:00:00Z,4.0251236
2022-11-23T06:00:00Z,5.032477
2022-11-27T06:00:00Z,4.83804274
2022-12-01T06:00:00Z,3.29692554
2022-12-05T06:00:00Z,3.303755
2022-12-09T06:00:00Z,3.72506356
2022-12-13T06:00:00Z,4.37915945
2022-12-17T06:00:00Z,5.418668
2022-12-21T06:00:00Z,4.96219969
2022-12-25T06:00:00Z,4.93839169
2022-12-29T06:00:00Z,5.71822071
2023-01-02T06:00:00Z,5.70262575
2023-01-06T06:00:00Z,5.459579
2023-01-10T06:00:00Z,5.438413
2023-01-14T06:00:00Z,5.487509
2023-01-18T06:00:00Z,5.85697937
2023-01-22T06:00:00Z,6.544673
2023-01-26T06:00:00Z,7.020397
2023-01-30T06:00:00Z,6.788903
2023-02-03T06:00:00Z,6.25281
2023-02-07T06:00:00Z,6.241474
2023-02-11T06:00:00Z,6.03343534
2023-02-15T06:00:00Z,6.982455
2023-02-19T06:00:00Z,7.963255
2023-02-23T06:00:00Z,7.150824
2023-02-27T06:00:00Z,7.239602
2023-03-03T06:00:00Z,7.133528
2023-03-07T06:00:00Z,6.73336
2023-03-11T06:00:00Z,6.97684431
2023-03-15T05:00:00Z,6.262271
2023-03-19T05:00:00Z,7.74096966
2023-03-23T05:00:00Z,7.14785
2023-03-27T05:00:00Z,7.56839037
2023-03-31T05:00:00Z,5.70628166
2023-04-04T05:00:00Z,10.5951719
2023-04-08T05:00:00Z,11.969717
2023-04-12T05:00:00Z,22.5698681
2023-04-16T05:00:00Z,21.4532661
2023-04-20T05:00:00Z,21.8518219
2023-04-24T05:00:00Z,21.82048
2023-04-28T05:00:00Z,23.1852417
2023-05-02T05:00:00Z,23.1665115
2023-05-06T05:00:00Z,23.3835964
2023-05-10T05:00:00Z,22.1377354
2023-05-14T05:00:00Z,17.1413956
2023-05-18T05:00:00Z,9.985646
2023-05-22T05:00:00Z,8.56203
2023-05-26T05:00:00Z,6.612913
2023-05-30T05:00:00Z,6.110731
2023-06-03T05:00:00Z,5.91203928
2023-06-07T05:00:00Z,4.90042353
2023-06-11T05:00:00Z,4.314622
2023-06-15T05:00:00Z,3.599349
2023-06-19T05:00:00Z,3.74916959
2023-06-23T05:00:00Z,3.31254387
2023-06-27T05:00:00Z,4.979935
2023-07-01T05:00:00Z,4.00380564
2023-07-05T05:00:00Z,3.74503136
2023-07-09T05:00:00Z,3.603431
2023-07-13T05:00:00Z,3.53344655
2023-07-17T05:00:00Z,3.7526505
2023-07-21T05:00:00Z,3.34875035
2023-07-25T05:00:00Z,3.362374
2023-07-29T05:00:00Z,4.662177
2023-08-02T05:00:00Z,2.95415163
2023-08-06T05:00:00Z,3.01369929
2023-08-10T05:00:00Z,2.70591617
2023-08-14T05:00:00Z,3.47098327
2023-08-18T05:00:00Z,4.57428265
2023-08-22T05:00:00Z,3.096027
2023-08-26T05:00:00Z,2.304942
2023-08-30T05:00:00Z,3.09503341
2023-09-03T05:00:00Z,2.15938067
2023-09-07T05:00:00Z,2.169376
2023-09-11T05:00:00Z,2.59147382
2023-09-15T05:00:00Z,2.20038915
2023-09-19T05:00:00Z,2.24193144
2023-09-23T05:00:00Z,1.876976
2023-09-27T05:00:00Z,3.62948227
2023-10-01T05:00:00Z,7.51354074
2023-10-05T05:00:00Z,4.469903
2023-10-09T05:00:00Z,3.55987859
2023-10-13T05:00:00Z,3.04098344
2023-10-17T05:00:00Z,4.7747736
2023-10-21T05:00:00Z,3.87719846
2023-10-25T05:00:00Z,4.5711174
2023-10-29T05:00:00Z,11.0020676
2023-11-02T05:00:00Z,6.256778
2023-11-06T06:00:00Z,5.30444145
2023-11-10T06:00:00Z,6.77373457
2023-11-14T06:00:00Z,5.851181
2023-11-18T06:00:00Z,5.42422438
2023-11-22T06:00:00Z,6.06765366
2023-11-26T06:00:00Z,5.41501951
2023-11-30T06:00:00Z,3.59413838
2023-12-04T06:00:00Z,6.20012665
2023-12-08T06:00:00Z,4.45332241
2023-12-12T06:00:00Z,4.11691332
2023-12-16T06:00:00Z,5.86471558
2023-12-20T06:00:00Z,3.63721919
2023-12-24T06:00:00Z,5.687727
2023-12-28T06:00:00Z,9.058711
2024-01-01T06:00:00Z,6.925657
2024-01-05T06:00:00Z,5.30318737
2024-01-09T06:00:00Z,5.50757
2024-01-13T06:00:00Z,3.216427
2024-01-17T06:00:00Z,3.86098123
2024-01-21T06:00:00Z,4.50437832
2024-01-25T06:00:00Z,5.55736542
2024-01-29T06:00:00Z,4.761398
2024-02-02T06:00:00Z,5.09014273
2024-02-06T06:00:00Z,4.79026
2024-02-10T06:00:00Z,6.03048754
2024-02-14T06:00:00Z,5.06137228
2024-02-18T06:00:00Z,3.73979974
2024-02-22T06:00:00Z,4.83480167
2024-02-26T06:00:00Z,4.82760048
2024-03-01T06:00:00Z,3.08215928
2024-03-05T06:00:00Z,4.06650972
2024-03-09T06:00:00Z,3.03968549
2024-03-13T05:00:00Z,2.27374887
2024-03-17T05:00:00Z,2.384887
2024-03-21T05:00:00Z,2.37255049
2024-03-25T05:00:00Z,2.441633
2024-03-29T05:00:00Z,6.089221
2024-04-02T05:00:00Z,7.569736
2024-04-06T05:00:00Z,6.894133
2024-04-10T05:00:00Z,11.1731
2024-04-14T05:00:00Z,9.127406
2024-04-18T05:00:00Z,11.82045
2024-04-22T05:00:00Z,8.558758
2024-04-26T05:00:00Z,6.802161
2024-04-30T05:00:00Z,7.804731
2024-05-04T05:00:00Z,15.102664
2024-05-08T05:00:00Z,9.87757
2024-05-12T05:00:00Z,8.117919
2024-05-16T05:00:00Z,4.943126
2024-05-20T05:00:00Z,8.09406948
2024-05-24T05:00:00Z,23.5801449
2024-05-28T05:00:00Z,9.984
2024-06-01T05:00:00Z,7.37907028
2024-06-05T05:00:00Z,22.41699
2024-06-09T05:00:00Z,22.7646885
2024-06-13T05:00:00Z,13.5904217
2024-06-17T05:00:00Z,23.2897358
2024-06-21T05:00:00Z,23.4799614
2024-06-25T05:00:00Z,15.638236
2024-06-29T05:00:00Z,21.71711
2024-07-03T05:00:00Z,12.1669893
2024-07-07T05:00:00Z,17.0878773
2024-07-11T05:00:00Z,13.1619473
2024-07-15T05:00:00Z,10.6369429
2024-07-19T05:00:00Z,9.0690155
2024-07-23T05:00:00Z,7.536074
2024-07-27T05:00:00Z,8.063912
2024-07-31T05:00:00Z,6.048618
2024-08-04T05:00:00Z,7.05888176
2024-08-08T05:00:00Z,6.99946451
2024-08-12T05:00:00Z,5.23826361
2024-08-16T05:00:00Z,5.050921
2024-08-20T05:00:00Z,6.036937
2024-08-24T05:00:00Z,4.66282368
2024-08-28T05:00:00Z,5.586862
2024-09-01T05:00:00Z,6.08759165
2024-09-05T05:00:00Z,5.03365231
2024-09-09T05:00:00Z,5.88795757
2024-09-13T05:00:00Z,4.773211
2024-09-17T05:00:00Z,4.568517
2024-09-21T05:00:00Z,3.547833
2024-09-25T05:00:00Z,2.941367
2024-09-29T05:00:00Z,2.78876543
2024-10-03T05:00:00Z,2.46081924
2024-10-07T05:00:00Z,2.223286
2024-10-11T05:00:00Z,2.25823879
2024-10-15T05:00:00Z,2.74141812
2024-10-19T05:00:00Z,2.54558873
2024-10-23T05:00:00Z,2.80305457
2024-10-27T05:00:00Z,2.7591486
2024-10-31T05:00:00Z,2.823743
2024-11-04T06:00:00Z,5.0048275
2024-11-08T06:00:00Z,6.137173
2024-11-12T06:00:00Z,5.07570648
2024-11-16T06:00:00Z,3.488381
2024-11-20T06:00:00Z,4.58796549
2024-11-24T06:00:00Z,5.900796
2024-11-28T06:00:00Z,4.86261225
2024-12-02T06:00:00Z,2.72912
2024-12-06T06:00:00Z,3.23723722
2024-12-10T06:00:00Z,4.31565857
2024-12-14T06:00:00Z,2.74544835
2024-12-18T06:00:00Z,4.02745438
2024-12-22T06:00:00Z,2.82581687
2024-12-26T06:00:00Z,4.26344633
2024-12-30T06:00:00Z,7.16200447
2025-01-03T06:00:00Z,5.302543
2025-01-07T06:00:00Z,4.25260448
2025-01-11T06:00:00Z,4.00188446
2025-01-15T06:00:00Z,3.95771527
2025-01-19T06:00:00Z,4.540673
2025-01-23T06:00:00Z,2.98414946
2025-01-27T06:00:00Z,3.636755
2025-01-31T06:00:00Z,3.86512113
2025-02-04T06:00:00Z,3.55067277
2025-02-08T06:00:00Z,3.57206345
2025-02-12T06:00:00Z,3.50207138
2025-02-16T06:00:00Z,3.78155518
2025-02-20T06:00:00Z,3.60524535
2025-02-24T06:00:00Z,3.61567
2025-02-28T06:00:00Z,4.37180376
2025-03-04T06:00:00Z,3.80334449
2025-03-08T06:00:00Z,4.457405
2025-03-12T05:00:00Z,5.9738965
2025-03-16T05:00:00Z,12.150857
2025-03-20T05:00:00Z,9.078891
2025-03-24T05:00:00Z,6.320539
2025-03-28T05:00:00Z,5.25994873
2025-04-01T05:00:00Z,10.6559191
2025-04-05T05:00:00Z,12.122592
2025-04-09T05:00:00Z,10.516427
2025-04-13T05:00:00Z,7.82046032
2025-04-17T05:00:00Z,11.4903708
2025-04-21T05:00:00Z,11.47739
2025-04-25T05:00:00Z,23.0756016
2025-04-29T05:00:00Z,23.5743389
2025-05-03T05:00:00Z,17.6953831
2025-05-07T05:00:00Z,12.0674744
2025-05-11T05:00:00Z,8.714499
2025-05-15T05:00:00Z,5.7436223
2025-05-19T05:00:00Z,6.62137651
2025-05-23T05:00:00Z,5.070918
2025-05-27T05:00:00Z,4.253604
2025-05-31T05:00:00Z,3.79582715
2025-06-04T05:00:00Z,3.97222638
2025-06-08T05:00:00Z,3.70785713
2025-06-12T05:00:00Z,5.178194
2025-06-16T05:00:00Z,12.4772463
2025-06-20T05:00:00Z,5.54218626
2025-06-24T05:00:00Z,8.930273
2025-06-28T05:00:00Z,15.5198679
2025-07-02T05:00:00Z,15.8995857
2025-07-06T05:00:00Z,14.0989046
2025-07-10T05:00:00Z,8.141505
2025-07-14T05:00:00Z,5.547828
2025-07-18T05:00:00Z,7.02348375
2025-07-22T05:00:00Z,6.048098
2025-07-26T05:00:00Z,8.541867
2025-07-30T05:00:00Z,5.96677256
2025-08-03T05:00:00Z,3.59174466
2025-08-07T05:00:00Z,3.599317
2025-08-11T05:00:00Z,3.18759561
2025-08-15T05:00:00Z,2.802113
2025-08-19T05:00:00Z,5.76633739
2025-08-23T05:00:00Z,3.10317278
2025-08-27T05:00:00Z,3.596203
2025-08-31T05:00:00Z,3.07991219
2025-09-04T05:00:00Z,3.1136806
2025-09-08T05:00:00Z,4.644328
2025-09-12T05:00:00Z,5.235928
2025-09-16T05:00:00Z,4.59232855
2025-09-20T05:00:00Z,3.546132
2025-09-24T05:00:00Z,4.489224
2025-09-28T05:00:00Z,4.01991463
2025-10-02T05:00:00Z,3.79968715
2025-10-06T05:00:00Z,2.48941875
2025-10-10T05:00:00Z,2.62044978
2025-10-14T05:00:00Z,2.189145
2025-10-18T05:00:00Z,2.73360014
2025-10-22T05:00:00Z,2.522296
2025-10-26T05:00:00Z,3.50323367
2025-10-30T05:00:00Z,2.68928242
2025-11-03T06:00:00Z,2.52828526
2025-11-07T06:00:00Z,2.9817996
2025-11-11T06:00:00Z,2.45521331
2025-11-15T06:00:00Z,2.69199657
2025-11-19T06:00:00Z,2.47542214
2025-11-23T06:00:00Z,2.5877018
2025-11-27T06:00:00Z,4.377107
2025-12-01T06:00:00Z,2.25929928
2025-12-05T06:00:00Z,2.13061357
2025-12-09T06:00:00Z,3.063591
2025-12-13T06:00:00Z,3.54556441
2025-12-17T06:00:00Z,3.25313354
2025-12-21T06:00:00Z,3.51029587
2025-12-25T06:00:00Z,2.991134
2025-12-29T06:00:00Z,3.98244834
2026-01-02T06:00:00Z,3.725524
2026-01-06T06:00:00Z,4.68600225
2026-01-10T06:00:00Z,5.20504141
2026-01-14T06:00:00Z,4.494213
2026-01-18T06:00:00Z,4.708983
2026-01-22T06:00:00Z,3.75522375
2026-01-26T06:00:00Z,4.079872
2026-01-30T06:00:00Z,4.743672
2026-02-03T06:00:00Z,4.763018
2026-02-07T06:00:00Z,4.75830269
2026-02-11T06:00:00Z,3.76704931
2026-02-15T06:00:00Z,3.90190458
2026-02-19T06:00:00Z,5.083493
2026-02-23T06:00:00Z,4.97568035
2026-02-27T06:00:00Z,4.36212873
2026-03-03T06:00:00Z,4.43458128
2026-03-07T06:00:00Z,5.573139
2026-03-11T05:00:00Z,12.5571795
2026-03-15T05:00:00Z,8.582419
2026-03-19T05:00:00Z,6.790813
2026-03-23T05:00:00Z,15.4387417
2026-03-27T05:00:00Z,15.136858
2026-03-31T05:00:00Z,11.1986189
2026-04-04T05:00:00Z,12.71043
2026-04-08T05:00:00Z,16.0488071
2026-04-12T05:00:00Z,11.4694271
2026-04-16T05:00:00Z,23.4208584
2026-04-20T05:00:00Z,22.0183411
2026-04-24T05:00:00Z,23.7088737
2026-04-28T05:00:00Z,23.383194
2026-05-02T05:00:00Z,22.0340748
2026-05-06T05:00:00Z,11.584918
2026-05-10T05:00:00Z,8.580829
2026-05-14T05:00:00Z,8.053447
2026-05-18T05:00:00Z,5.57734442
2026-05-22T05:00:00Z,8.45433
2026-05-26T05:00:00Z,5.959796
2026-05-30T05:00:00Z,5.507237
2026-06-03T05:00:00Z,4.518074
2026-06-07T05:00:00Z,4.555857
2026-06-11T05:00:00Z,6.02549
2026-06-15T05:00:00Z,4.64448
2026-06-19T05:00:00Z,6.01678
2026-06-23T05:00:00Z,4.572586
2026-06-27T05:00:00Z,5.27844238
2026-07-01T05:00:00Z,3.46665835
2026-07-05T05:00:00Z,3.0361228
2026-07-09T05:00:00Z,5.06279039
2026-07-13T05:00:00Z,3.89686751
2026-07-17T05:00:00Z,2.52001786
2026-07-21T05:00:00Z,2.57027078
2026-07-25T05:00:00Z,2.269873
2026-07-29T05:00:00Z,2.0893662
